"哺"	"口甫"	"BU"	"BU"	"哺薄膊搏脯傅礴捕埔浦捕赌哨咽"
"捕"	""	"BU"	"BU"	"捕薄膊搏脯傅礴哺辅描铺埔浦插"
"不"	""	"BU"	"BU"	"不小丕歪奀木干尔示术币"
"布"	""	"BU"	"BU"	"布钸饰怖衣市东右方"
"步"	"止少"	"BU"	"BU"	"步止上少芥歹岁年弃"
"怖"	""	"BU"	"BU"	"怖布钸饰恢柿俯沛侦"
"钚"	"金不"	"BU"	"BU"	"钚钋钉钌杯环呸"
"部"	""	"BU"	"BU"	"部倍剖瓿都郭郎邵邪"
"埠"	"土阜"	"BU"	"BU"	"埠阜悍埃淖"
"瓿"	"咅瓦"	"BU"	"BU"	"瓿剖部倍"
"簿"	""	"BU"	"BU"	"簿礴薄膊搏脯傅晡溥缚禣榑赙賻糐漳箔"
"宀"	""	"BK"	"BAO"	"宀冖亠"
"疒"	""	"BY"	"BING"	"疒冫"
"耙"	"耒巴"	"BA"	"BA"	"耙杷粕耗籽"
"芘"	""	"BI"	"BI"	"芘比纰砒毗蚍"
"曝"	"日暴"	"BK"	"BAO"	"曝瀑暴爆曙"
"鲃"	"鱼巴"	"ba"	"ba"	"鲃"
"嚓"	"口察"	"IA"	"CHA"	"嚓擦嚓"
"擦"	""	"CA"	"CA"	"擦嚓察檫镲瘵操撩襟搽"
"礤"	"石蔡"	"CA"	"CA"	"礤菜蔡"
"猜"	""	"CL"	"CAI"	"猜青倩猿猾渍晴猪靖"
"才"	""	"CL"	"CAI"	"才十木寸大方太力"
"材"	"木才"	"CL"	"CAI"	"材村杆衬对林柯"
"财"	"贝才"	"CL"	"CAI"	"财则帐贴附咐败购"
"裁"	""	"CL"	"CAI"	"裁载截戴栽哉藏教我"
"采"	""	"CL"	"CAI"	"采孚妥栗呆朵来果"
"彩"	""	"CL"	"CAI"	"彩杉彰忽澎忍翠"
"睬"	"目采"	"CL"	"CAI"	"睬踩眯腺晾联"
"踩"	""	"CL"	"CAI"	"踩彩采菜跺睬踪蹄蹈跌"
"菜"	""	"CL"	"CAI"	"菜踩彩采睬蔡案莱荣蒂粟桑"
"蔡"	""	"CL"	"CAI"	"蔡礤菜察篱禁絮"
"参"	""	"CJ"	"CAN"	"参碜惨骖叁辜奉彦多亥"
"骖"	"马参"	"CJ"	"CAN"	"骖参碜惨"
"餐"	""	"CJ"	"CAN"	"餐粲璨聋婆整管"
"残"	""	"CJ"	"CAN"	"残贱浅殆线栈钱戒戍"
"蚕"	"天虫"	"CJ"	"CAN"	"蚕吞忝委登童茧垂"
"惭"	""	"CJ"	"CAN"	"惭斩折崭浙嘶渐傲檄懒"
"惨"	""	"CJ"	"CAN"	"惨骖碜黪贂墋磣醦慑傻愤渗俭佬"
"黪"	"黑参"	"CJ"	"CAN"	"黪惨骖参碜贂墋磣醦"
"灿"	"火山"	"CJ"	"CAN"	"灿仙疝籼讪恤汕"
"粲"	""	"CJ"	"CAN"	"粲餐璨"
"璨"	"王粲"	"CJ"	"CAN"	"璨餐粲"
"仓"	""	"CH"	"CANG"	"仓伧沧苍仑合色台含"
"伧"	""	"CH"	"CANG"	"伧伦苍"
"沧"	"三仓"	"CH"	"CANG"	"沧洽汾沦池泊泡沮洛"
"苍"	""	"CH"	"CANG"	"苍荟苞爸备鸯管"
"舱"	"舟仓"	"CH"	"CANG"	"舱般舲舩躯舷舶舵艇"
"藏"	""	"CH"	"CANG"	"藏臧臓葱薪藤裁"
"操"	""	"CK"	"CAO"	"操躁燥藻噪澡璪缲擦搽镍襟"
"糙"	"米造"	"CK"	"CAO"	"糙造告慥粮稻精"
"曹"	""	"CK"	"CAO"	"曹遭糟傮槽蹧醩营苔譬兽誉普"
"嘈"	"口曹"	"CK"	"CAO"	"嘈遭糟傮槽蹧醩"
"漕"	"三曹"	"CK"	"CAO"	"漕遭糟傮槽蹧醩"
"槽"	"木曹"	"CK"	"CAO"	"槽遭傮蹧醩糟揩搏栖擅值"
"艚"	"舟曹"	"CK"	"CAO"	"艚遭糟傮槽蹧醩"
"螬"	"虫曹"	"CK"	"CAO"	"螬遭糟傮槽蹧醩"
"艹"	""	"CK"	"CAO"	"艹廾廿+"
"草"	""	"CK"	"CAO"	"草苜早阜尊茸享芝孝"
"册"	""	"CE"	"CE"	"册栅卌删珊跚姗姍笧銏皿肪邢股肋朋"
"侧"	""	"CE"	"CE"	"侧倒例俐铡鍘删测铡捌"
"厕"	"厂则"	"CE"	"CE"	"厕厢厛励顾侧枷阅网"
"恻"	""	"CE"	"CE"	"恻铡鍘"
"测"	"三则"	"CE"	"CE"	"测铡鍘侧洲捌删溯"
"策"	""	"CE"	"CE"	"策笄篑篢筼笨簇浆"
"岑"	"山今"	"CF"	"CEN"	"岑"
"涔"	"三岑"	"CF"	"CEN"	"涔"
"噌"	"口曾"	"CG"	"CENG"	"噌增赠憎缯増橧熷璔矰磳"
"层"	"尸云"	"CG"	"CENG"	"层尾屉居晨厚恳屠唇"
"蹭"	""	"CG"	"CENG"	"蹭增赠憎缯増橧熷璔矰磳踏蹈蹲蹿躇昭"
"叉"	""	"IA"	"CHA"	"叉杈又义文父买"
"杈"	"木叉"	"IA"	"CHA"	"杈叉钗扠釵訍"
"插"	""	"IA"	"CHA"	"插锸描掐播擂搐捆"
"馇"	""	"IA"	"CHA"	"馇查猹"
"锸"	""	"IA"	"CHA"	"锸"
"查"	"木旦，杳一"	"IA"	"CHA"	"查杳壹奎奢宣膏吏"
"茬"	""	"IA"	"CHA"	"茬茌连若茎巷甚衰"
"茶"	""	"IA"	"CHA"	"茶苓苶荣荥某莱条签茨菜"
"搽"	""	"IA"	"CHA"	"搽茬茶搭擦捞操搭描摸"
"猹"	""	"IA"	"CHA"	"猹渣喳揸楂"
"槎"	"木差"	"IA"	"CHA"	"槎差瘥"
"察"	""	"IA"	"CHA"	"察寮蔡禁婆絮凛褒"
"碴"	"石查"	"IA"	"CHA"	"碴渣喳揸楂磅磕桓植殖"
"檫"	"木察"	"IA"	"CHA"	"檫嚓擦"
"衩"	""	"IA"	"CHA"	"衩杈钗"
"镲"	"金察"	"IA"	"CHA"	"镲擦嚓"
"汊"	"三叉"	"IA"	"CHA"	"汊衩叉杈"
"岔"	"分山"	"IA"	"CHA"	"岔分忿盆贫艾"
"诧"	"言宅"	"IA"	"CHA"	"诧姹宅讳诗诌话误访"
"姹"	"女宅"	"IA"	"CHA"	"姹诧宅"
"差"	""	"IA"	"CHA"	"差槎瘥齹美姜羞釜羌"
"拆"	""	"IL"	"CHAI"	"拆斥诉跅折扔拼折扳抚"
"钗"	"金叉"	"IL"	"CHAI"	"钗衩汊叉杈扠"
"侪"	""	"IL"	"CHAI"	"侪齐剂跻哜济脐蛴"
"柴"	"此木"	"IL"	"CHAI"	"柴砦紫些赀訾浆柒架染某"
"豺"	"豸才"	"IL"	"CHAI"	"豺豹豸射肘封蔚"
"虿"	"万虫"	"IL"	"CHAI"	"虿万趸"
"瘥"	""	"IL"	"CHAI"	"瘥差槎搓磋嵳蒫"
"觇"	"占见"	"IJ"	"CHAN"	"觇舰见枧涀挸蚬岘伣"
"掺"	""	"IJ"	"CHAN"	"掺参惨碜墋梭捧搭渗核"
"搀"	""	"IJ"	"CHAN"	"搀娩逸勉俛谗捏搜渔梗揩"
"婵"	"女单"	"IJ"	"CHAN"	"婵单弹掸殚惮啴"
"谗"	""	"IJ"	"CHAN"	"谗逸勉搀逢埂梗搏诲"
"孱"	"尸孨"	"IJ"	"CHAN"	"孱潺"
"禅"	""	"IJ"	"CHAN"	"禅单弹掸殚惮啴"
"馋"	""	"IJ"	"CHAN"	"馋逸勉傍诊惨饱侮"
"缠"	""	"IJ"	"CHAN"	"缠廛缝缎握继搪键"
"蝉"	"虫单"	"IJ"	"CHAN"	"蝉单弹掸殚惮啴蚂蜗蜂蜕蛹蝇"
"榱"	"木"	"CV"	"CUI"	"榱衰"
"璀"	"王崔"	"CV"	"CUI"	"璀崔催"
"脆"	"月危"	"CV"	"CUI"	"脆胝腋跪腑腺胞"
"啐"	"口卒"	"CV"	"CUI"	"啐卒悴淬萃瘁粹翠"
"悴"	""	"CV"	"CUI"	"悴淬萃啐卒瘁粹翠"
"淬"	"三卒"	"CV"	"CUI"	"淬啐卒悴萃瘁粹翠济浓"
"萃"	""	"CV"	"CUI"	"萃啐卒悴淬瘁粹翠"
"毳"	""	"CV"	"CUI"	"毳毛"
"瘁"	""	"CV"	"CUI"	"瘁啐座卒悴淬萃粹翠痒库滓疼瘩"
"粹"	"米卒"	"CV"	"CUI"	"粹瘁啐卒悴淬萃翠释粗"
"翠"	"羽卒"	"CV"	"CUI"	"翠粹瘁啐座卒悴淬萃"
"村"	"木寸"	"CP"	"CUN"	"村寸守材衬杆讨对"
"皴"	""	"CP"	"CUN"	"皴逡"
"存"	""	"CP"	"CUN"	"存仔子在序有"
"忖"	""	"CP"	"CUN"	"忖付讨寸"
"寸"	""	"CP"	"CUN"	"寸忖付讨十村守才十斗勺"
"搓"	""	"CO"	"CUO"	"搓差磋蹉嵯拔摆提授"
"娼"	"女昌"	"IH"	"CHANG"	"娼娌妲媪媢"
"猖"	""	"IH"	"CHANG"	"猖猩狸狠猎猪猾猴"
"菖"	""	"IH"	"CHANG"	"菖莒"
"阊"	"门吕"	"IH"	"CHANG"	"阊吕门闫问闰间闽"
"鲳"	"鱼昌"	"IH"	"CHANG"	"鲳倡昌"
"长"	""	"IH"	"CHANG"	"长伥帐账卡仗"
"肠"	""	"IH"	"CHANG"	"肠荡扬杨炀砀场胞腑脑胚畅"
"苌"	""	"IH"	"CHANG"	"苌苄"
"尝"	""	"IH"	"CHANG"	"尝偿堂罢岩苔祟若崇"
"偿"	""	"IH"	"CHANG"	"偿尝傥烩惶慎怪俊倦"
"常"	""	"IH"	"CHANG"	"常堂党赏裳棠蒂紫"
"徜"	""	"IH"	"CHANG"	"徜倘惝淌躺绱埫鞝"
"嫦"	"女常"	"IH"	"CHANG"	"嫦"
"厂"	""	"IH"	"CHANG"	"厂广尸户丁上了十"
"场"	""	"IH"	"CHANG"	"场荡扬杨炀砀塌填岛"
"昶"	"永日"	"IH"	"CHANG"	"昶旭"
"惝"	""	"IH"	"CHANG"	"惝徜尚倘淌躺绱埫鞝"
"敞"	""	"IH"	"CHANG"	"敞敝敬微散龄勋"
"氅"	"敞毛"	"IH"	"CHANG"	"氅敝鳖"
"怅"	""	"IH"	"CHANG"	"怅伥帐账佧胀"
"畅"	""	"IH"	"CHANG"	"畅扬杨炀砀场顿肠输惕"
"倡"	""	"IH"	"CHANG"	"倡佀侣俚但值悍借偶侵"
"鬯"	""	"IH"	"CHANG"	"鬯豳"
"唱"	"口昌"	"IH"	"CHANG"	"唱哩喝倡鸣惶噶慢喂"
"抄"	""	"IK"	"CHAO"	"抄少沙砂纱炒抨护"
"怊"	""	"IK"	"CHAO"	"怊召招超昭沼诏佋妱炤詔鉊韶绍柖玿袑"
"钞"	"金少"	"IK"	"CHAO"	"钞少沙砂妙纱钟钓秒钡"
"超"	"走召"	"IK"	"CHAO"	"超召招昭沼诏佋妱炤詔鉊韶绍柖玿袑趄起趋越趁趟趣"
"晁"	"日兆"	"IK"	"CHAO"	"晁晃冕曼"
"巢"	""	"IK"	"CHAO"	"巢淄甾災棠案崇祟桑集"
"嘲"	"口朝"	"IK"	"CHAO"	"嘲謿湖蝴哟瑚懒喇"
"潮"	"三朝"	"IK"	"CHAO"	"潮謿嘲渤溯澈翱翻"
"吵"	"口少"	"IK"	"CHAO"	"吵少沙砂吟吹炒吩"
"炒"	"火少"	"IK"	"CHAO"	"炒少沙砂妙纱抄烛钞炊"
"耖"	"耒少"	"IK"	"CHAO"	"耖少沙砂"
"车"	""	"IE"	"CHE"	"车斩砗库东辛牢牟李丰"
"砗"	"石车"	"IE"	"CHE"	"砗车矸"
"扯"	""	"IE"	"CHE"	"扯止上址祉趾杫沚訨砋耻扛扔批征"
"屮"	""	"IU"	"CHU"	"屮凵凶山"
"彻"	""	"IE"	"CHE"	"彻切沏砌徊御铆聊"
"坼"	"土斥"	"IE"	"CHE"	"坼斥诉拆折泝"
"掣"	"制手"	"IE"	"CHE"	"掣制挚擎犁攀梨孽缨"
"撤"	""	"IE"	"CHE"	"撤辙馓潵糤散檄撒搬徽撅"
"澈"	""	"IE"	"CHE"	"澈辙馓潵糤散傲潮撒滋渤激"
"抻"	""	"IF"	"CHEN"	"抻申坤伸婶神绅呻砷胂妽柛珅眒訷紳鉮"
"郴"	""	"IF"	"CHEN"	"郴林彬杉梆榔棚椰柳挪"
"琛"	""	"IF"	"CHEN"	"琛深探珲"
"嗔"	"口真"	"IF"	"CHEN"	"嗔真填镇滇搷瑱磌"
"尘"	"小土"	"IF"	"CHEN"	"尘尖生共坐主拦"
"臣"	""	"IF"	"CHEN"	"臣宦巨良区豆厚吕"
"忱"	""	"IF"	"CHEN"	"忱沈抌枕眈妉帎紞衴躭忧恍伙仇炊"
"沉"	"三冗"	"IF"	"CHEN"	"沉冗浣沂况汉汛讥汰"
"辰"	""	"IF"	"CHEN"	"辰震振唇屒帪赈蜄侲娠祳脤质局后匠尼居"
"陈"	""	"IF"	"CHEN"	"陈东阝冻胨栋咚阵炼晾除陆砾"
"宸"	""	"IF"	"CHEN"	"宸震振唇屒帪赈蜄侲娠祳脤"
"晨"	"日辰"	"IF"	"CHEN"	"晨震振唇屒帪赈蜄侲娠祳脤层恳最唇景"
"谌"	"言甚"	"IF"	"CHEN"	"谌其甚斟綦勘葚椹黮揕碪鍖堪嵁歁戡"
"碜"	"石参"	"IF"	"CHEN"	"碜参惨渗掺骖糁椮"
"闯"	"门马"	"ID"	"CHUANG"	"闯闿闶闸阎闻阐间闽"
"衬"	""	"IF"	"CHEN"	"衬讨补村忖吋籿材社付对"
"称"	"禾尔"	"IF"	"CHEN"	"称尔弥祢沵弥林秋泳积砍"
"龀"	"齿匕"	"IF"	"CHEN"	"龀龄龈龌龊齿龉龆龅龇龋"
"趁"	""	"IF"	"CHEN"	"趁诊珍轸胗抮昣沴眕紾聄診鉁袗趋超起越溶赵"
"榇"	"木亲"	"IF"	"CHEN"	"榇亲梓樟棓"
"谶"	""	"IF"	"CHEN"	"谶嘰譏"
"柽"	"木圣"	"IG"	"CHENG"	"柽梓圣"
"蛏"	"虫圣"	"IG"	"CHENG"	"蛏蛙圣"
"撑"	""	"IG"	"CHENG"	"撑掌常瞠幥礃鐣捏搜撵摆揩擅"
"瞠"	"目堂"	"IG"	"CHENG"	"瞠膛螳樘镗嘡漟糛蹚鏜隚鞺"
"丞"	""	"IG"	"CHENG"	"丞卺"
"成"	""	"IG"	"CHENG"	"成戊戌戍戎崩或戒"
"呈"	"口王"	"IG"	"CHENG"	"呈郢皇圣至臭号"
"承"	""	"IG"	"CHENG"	"承孓永录禾南页"
"枨"	"木长"	"IG"	"CHENG"	"枨长伥帐账佧胀"
"诚"	"言成"	"IG"	"CHENG"	"诚城诫缄试域喊"
"城"	"土成"	"IG"	"CHENG"	"城域诚缄诫戚喊"
"乘"	""	"IG"	"CHENG"	"乘嵊剩柬汞莱束泵采"
"埕"	"土呈"	"IG"	"CHENG"	"埕郢呈误程"
"铖"	"金成"	"IG"	"CHENG"	"铖钣钱"
"惩"	"征心"	"IG"	"CHENG"	"惩征怒您忽恶矮"
"程"	"禾呈"	"IG"	"CHENG"	"程呈裎酲逞移稻捍租趋"
"裎"	""	"IG"	"CHENG"	"裎程呈酲逞"
"塍"	""	"IG"	"CHENG"	"塍腾滕膳媵"
"酲"	"酉呈"	"IG"	"CHENG"	"酲裎程呈逞"
"澄"	"三登"	"IG"	"CHENG"	"澄瞪登蹬噔磴镫簦嶝僜墱嬁憕橙燈璒竳艠隥涝溶漂浚潦滔"
"橙"	"木登"	"IG"	"CHENG"	"橙瞪登蹬噔磴镫簦嶝僜墱嬁憕燈璒竳艠隥榜楼椿楞楷"
"逞"	""	"IG"	"CHENG"	"逞呈误郢程适送逗逢迄遣"
"骋"	"马甹"	"IG"	"CHENG"	"骋聘娉俜涄胯骑辖驶蚂"
"秤"	"禾平"	"IF"	"CHEN"	"秤枰砰抨怦泙评坪胓玶評呯岼蚲种钟"
"吃"	"口乞"	"II"	"CHI"	"吃讫乞疙迄汔忔扢盵肐訖屹虼圪仡纥杚紇屯电咯吐哈喀"
"哧"	"口赤"	"II"	"CHI"	"哧赫"
"蚩"	""	"II"	"CHI"	"蚩嗤"
"鸱"	"氐鸟"	"II"	"CHI"	"鸱邸氐"
"眵"	"目多"	"II"	"CHI"	"眵侈爹"
"笞"	"竹台"	"II"	"CHI"	"笞怠台"
"嗤"	"口蚩"	"II"	"CHI"	"嗤媸叓"
"媸"	"女蚩"	"II"	"CHI"	"媸嗤"
"痴"	""	"II"	"CHI"	"痴知蜘倁椥痢缅痈廓疵"
"螭"	"虫离"	"II"	"CHI"	"螭离魑"
"魑"	""	"II"	"CHI"	"魑螭离蝙蠊"
"弛"	"弓也"	"II"	"CHI"	"弛弝驰地池他她弧"
"池"	"三也"	"II"	"CHI"	"池氾他地沧泄旭驰"
"驰"	"马也"	"II"	"CHI"	"驰砤驼弛驹她抛驱脓"
"迟"	""	"II"	"CHI"	"迟尺"
"茌"	""	"II"	"CHI"	"茌仕莅茬"
"持"	""	"II"	"CHI"	"持寺侍待峙恃诗時技特抹接符扶"
"墀"	"土犀"	"II"	"CHI"	"墀犀"
"踟"	""	"II"	"CHI"	"踟知"
"篪"	""	"II"	"CHI"	"篪褫"
"尺"	""	"II"	"CHI"	"尺迟尸户月片兄斥只斤"
"侈"	""	"II"	"CHI"	"侈眵爹惨傻廖傍健像"
"齿"	""	"II"	"CHI"	"齿龀龄龈龌龊龉龆龅龀龇龋卤茵垢凿"
"耻"	"耳止"	"II"	"CHI"	"耻止步址祉趾杫沚訨砋耿趾皿职阶砒"
"豉"	"豆皮"	"II"	"CHI"	"豉豆肢吱枝忮伎"
"褫"	""	"II"	"CHI"	"褫篪"
"彳"	""	"II"	"CHI"	"彳亻"
"叱"	"口匕"	"II"	"CHI"	"叱吆吒"
"斥"	""	"II"	"CHI"	"斥斤坼诉拆折泝厅尺丘坛耳"
"赤"	""	"II"	"CHI"	"赤赫郝嚇爀亦禾莎乖灰永"
"饬"	""	"II"	"CHI"	"饬伤饱饮饰"
"炽"	"火只"	"II"	"CHI"	"炽识只识胑织帜枳轵职抧积烙烛炊烁焕烬"
"翅"	"支羽"	"II"	"CHI"	"翅羽翘嫂搜超姻"
"敕"	""	"II"	"CHI"	"敕剌悚"
"啻"	"帝口"	"II"	"CHI"	"啻帝"
"傺"	""	"II"	"CHI"	"傺祭"
"瘛"	""	"II"	"CHI"	"瘛忍"
"充"	""	"IS"	"CHONG"	"充允兖弃妄先夫亢克灾交"
"冲"	"二中"	"IS"	"CHONG"	"冲中种仲钟肿舯妕狆祌蚛鈡呐坤功伸中"
"忡"	""	"IS"	"CHONG"	"忡中种仲钟肿舯妕狆祌蚛鈡"
"抵"	""	"DI"	"DI"	"抵氐低代氏诋邸坻底柢砥骶抿批纸拆"
"柢"	"木氐"	"DI"	"DI"	"柢氐低代氏诋邸坻底抵砥骶"
"砥"	"石氐"	"DI"	"DI"	"砥氐低代氏诋邸坻底抵柢骶"
"骶"	"骨氐"	"DI"	"DI"	"骶氐低代氏诋邸坻底抵柢砥"
"地"	"土也"	"DI"	"DI"	"地士土也他池驰"
"弟"	""	"DI"	"DI"	"弟鹈剃递羌"
"帝"	"立巾"	"DI"	"DI"	"帝啻旁帘荣带"
"娣"	"女弟"	"DI"	"DI"	"娣姘递第"
"递"	""	"DI"	"DI"	"递娣第违速透逮遂"
"第"	""	"DI"	"DI"	"第递娣筹集"
"谛"	"言帝"	"DI"	"DI"	"谛帝啻"
"棣"	"木隶"	"DI"	"DI"	"棣录隶"
"睇"	"目弟"	"DI"	"DI"	"睇第递娣"
"缔"	""	"DI"	"DI"	"缔睇娣蒂碲绿"
"蒂"	""	"DI"	"DI"	"蒂睇第碲菩莆菜惹案"
"碲"	"石帝"	"DI"	"DI"	"碲蒂睇蒂"
"嗲"	"口爹"	"DW"	"DIA"	"嗲爹眵侈"
"绸"	""	"IB"	"CHOU"	"绸周啁倜婤徟晭椆淍睭調调賙赒輖蜩稠碉稠细绵绢"
"畴"	"田寿"	"IB"	"CHOU"	"畴寿祷俦涛陦梼畸啼崎晤踌"
"愁"	"秋心"	"IB"	"CHOU"	"愁秋揪鳅湫愀忽您憋怒想"
"稠"	"禾周"	"IB"	"CHOU"	"稠周啁倜婤徟晭椆淍睭調调賙赒輖蜩稠碉绸稻拥锅"
"筹"	"竹寿"	"IB"	"CHOU"	"筹寿祷俦涛陦梼笺笔第窘绪篙"
"酬"	"酉州"	"IB"	"CHOU"	"酬詶酾駲娜挪酣聊"
"踌"	""	"IB"	"CHOU"	"踌寿祷俦涛陦梼躇磅蹲跨铸"
"雠"	""	"IB"	"CHOU"	"雠谁谶"
"丑"	""	"IB"	"CHOU"	"丑扭刃五且扛辽卫过"
"瞅"	"目禾火，目秋"	"IB"	"CHOU"	"瞅秋揪鳅湫愀锹毗眠聊哦"
"臭"	"自犬"	"IB"	"CHOU"	"臭自臬息嗅溴臰鼻莫具冕宴皇"
"出"	"山山"	"IU"	"CHU"	"出绌拙比田凸山"
"初"	""	"IU"	"CHU"	"初纫韧轫仞杒牣讱幼扣如劲铂"
"樗"	""	"IU"	"CHU"	"樗椟"
"刍"	""	"IU"	"CHU"	"刍诌谄"
"除"	""	"IU"	"CHU"	"除余陈凃唋悇捈梌稌赊隐险陈跺陡"
"厨"	""	"IU"	"CHU"	"厨咸感质阂屁屈腐犀"
"滁"	""	"IU"	"CHU"	"滁除溉溅"
"锄"	"金助"	"IU"	"CHU"	"锄助捌棚锻渤铆挪"
"蜍"	"虫余"	"IU"	"CHU"	"蜍余涂凃唋悇捈梌稌"
"雏"	"刍隹"	"IU"	"CHU"	"雏谁唯维惟锥椎骓騅鵻帷猚维皱雅缎络滩"
"橱"	"木厨"	"IU"	"CHU"	"橱撅掘倔榴棚"
"躇"	""	"IU"	"CHU"	"躇著蹬蹈踌罐磅蹲"
"蹰"	""	"IU"	"CHU"	"蹰"
"杵"	"木午"	"IU"	"CHU"	"杵午竿许"
"础"	"石出"	"IU"	"CHU"	"础出碘砌拙砒栅"
"储"	""	"IU"	"CHU"	"储者楮褚赌姥蜡佬睹偶"
"楮"	"木者"	"IU"	"CHU"	"楮储者褚"
"楚"	""	"IU"	"CHU"	"楚禁焚樷婪装袭莲"
"亍"	""	"IU"	"CHU"	"亍示十"
"处"	""	"IU"	"CHU"	"处外央公分好"
"怵"	""	"IU"	"CHU"	"怵术休"
"绌"	""	"IU"	"CHU"	"绌拙出"
"搐"	""	"IU"	"CHU"	"搐慉槒稸播擂掐插搔揩"
"触"	"角虫"	"IU"	"CHU"	"触解觫觖釉解肋脓"
"憷"	""	"IU"	"CHU"	"憷"
"黜"	"黑出"	"IU"	"CHU"	"黜黑黠"
"矗"	"直直直"	"IU"	"CHU"	"矗直卋豪蠢磊畜"
"搋"	""	"IY"	"CHUAI"	"搋虎掳摣"
"揣"	""	"IY"	"CHUAI"	"揣瑞偳媏褍踹端拷湍搅揭"
"啜"	"口"	"IO"	"CHUO"	"啜嗓缀畷綴腏醊錣餟"
"踹"	""	"IY"	"CHUAI"	"踹喘惴輲揣瑞"
"巛"	""	"IR"	"CHUAN"	"巛巡"
"川"	""	"IR"	"CHUAN"	"川圳钏州山们爪巾小"
"氚"	""	"IR"	"CHUAN"	"氚氲气"
"穿"	""	"IR"	"CHUAN"	"穿窃穹芽宰容客穷夺"
"传"	""	"IR"	"CHUAN"	"传专转砖抟侍住伟佐佑恬"
"舡"	"舟工"	"IR"	"CHUAN"	"舡般船"
"船"	""	"IR"	"CHUAN"	"船舡般舰航艄舱彤册舷肥"
"遄"	""	"IR"	"CHUAN"	"遄瑞颛喘惴輲揣"
"椽"	""	"IR"	"CHUAN"	"椽缘橼緣橡梭稼棕榜"
"舛"	""	"IR"	"CHUAN"	"舛降逄舜"
"喘"	""	"IR"	"CHUAN"	"喘惴輲揣瑞端湍啮嗡"
"串"	""	"IR"	"CHUAN"	"串吕患声申幸宰孝牢"
"钏"	"金川"	"IR"	"CHUAN"	"钏川圳"
"囱"	""	"CS"	"CONG"	"囱囟因国阂团固回"
"疮"	""	"ID"	"CHUANG"	"疮疤疱瘪疽痕痞疙痊"
"窗"	""	"ID"	"CHUANG"	"窗窄帘窝窃窟寥廖箭留裔"
"床"	"广木"	"ID"	"CHUANG"	"床庆历沫尿氏席"
"创"	""	"ID"	"CHUANG"	"创怆仓戗刨剑刻剖倒剁"
"怆"	""	"ID"	"CHUANG"	"怆创戗仓"
"吹"	"口欠"	"IV"	"CHUI"	"吹欠坎砍扻吠映炊欢吮听"
"炊"	"火欠"	"IV"	"CHUI"	"炊欠坎砍扻炔伙快烛吹"
"垂"	""	"IV"	"CHUI"	"垂锺踵偅堹歱重委里蚕垄季歪"
"陲"	""	"IV"	"CHUI"	"陲锺踵偅堹歱"
"捶"	""	"IV"	"CHUI"	"捶锺踵偅堹歱锤拯撵唾捏"
"棰"	"木垂"	"IV"	"CHUI"	"棰重锺踵偅堹歱"
"槌"	"木追"	"IV"	"CHUI"	"槌追磓膇"
"锤"	"金垂"	"IV"	"CHUI"	"锤重锺踵偅堹歱捶睡插埋镇"
"春"	""	"IP"	"CHUN"	"春棒椿榛舂看吞卷眷泰奏"
"椿"	"木春"	"IP"	"CHUN"	"椿榛棒蜯螓橙祷棱"
"蝽"	"虫春"	"IP"	"CHUN"	"蝽榛棒蜯螓"
"纯"	""	"IP"	"CHUN"	"纯屯顿鈍吨钝沌盹炖砘伅忳纳纶纫绝约"
"唇"	"辰口"	"IP"	"CHUN"	"唇辰蜃辱屋屑厘履尾"
"莼"	""	"IP"	"CHUN"	"莼纯荭药"
"淳"	"三享"	"IP"	"CHUN"	"淳谆享哼悙涥啍津淖滓瘁漳"
"鹑"	"享鸟"	"IP"	"CHUN"	"鹑郭敦醇"
"醇"	"酉享"	"IP"	"CHUN"	"醇醉醅醋酵醒酪醛酶"
"蠢"	"春虫虫"	"IP"	"CHUN"	"蠢春舂矗黍委蚕裹藉"
"踔"	""	"IO"	"CHUO"	"踔卓掉倬啅棹淖踔竨"
"戳"	"翟戈"	"IO"	"CHUO"	"戳翟戮缴徽截颧鄙"
"绰"	""	"IO"	"CHUO"	"绰卓掉倬啅棹淖踔竨绅绢给绎络"
"辍"	""	"IO"	"CHUO"	"辍缀畷綴腏醊錣餟"
"龊"	"齿足"	"IO"	"CHUO"	"龊齿龀龄龈龌齿龉龆龅龇龋"
"呲"	"口此"	"CI"	"CI"	"呲此紫疵"
"疵"	""	"CI"	"CI"	"疵呲此紫痢痰痴嘛"
"词"	""	"CI"	"CI"	"词司同祠询伺饲沟"
"祠"	""	"CI"	"CI"	"祠词司同"
"茈"	""	"CI"	"CI"	"茈此茨瓷"
"茨"	""	"CI"	"CI"	"茨茈此瓷获庆兹灰茂"
"瓷"	"次瓦"	"CI"	"CI"	"瓷茨茈盗瓮资赁姿"
"慈"	"兹心"	"CI"	"CI"	"慈兹滋葱惑惹憨麓"
"辞"	"知辛"	"CI"	"CI"	"辞鸹锌拜碎辟秆"
"磁"	"石兹"	"CI"	"CI"	"磁兹糍滋嵫嗞稵禌镃鎡碰碗碱磕"
"雌"	"此隹"	"CI"	"CI"	"雌龇呲紫柴砦些潍滩略峪"
"鹚"	"兹鸟"	"CI"	"CI"	"鹚兹慈糍滋嵫嗞稵禌镃鎡"
"糍"	"米兹"	"CI"	"CI"	"糍鹚兹孳慈"
"此"	"止匕"	"CI"	"CI"	"此紫砦些比化仇伙忱休"
